Name,Text
ANNA,"ANNA
CrossFit Aldermaston Memorial WOD
For Time (with a Partner)
1 mile Run
90 Box Jump Overs (24/20 in)
80 Kettlebell Swings (24/16 kg)
70 Burpees
60 Wall Ball Shots (9/6 kg)
50 Plate Overhead Lunges (15/10 kg)
40 Toes-to-Bars
30 Kettlebell Snatches (24/16 kg)
20 Pull-Ups
1 mile Run

Repeat back up the ladder to the top.

Wear a Weight Vest (10 kg)."
OPEN 17.1,"OPEN 17.1
2017 CrossFit Games Open WOD
For Time
10 Dumbbell Snatches (50/35 lb)
15 Burpee Box Jump Overs
20 Dumbbell Snatches (50/35 lb)
15 Burpee Box Jump Overs
30 Dumbbell Snatches (50/35 lb)
15 Burpee Box Jump Overs
40 Dumbbell Snatches (50/35 lb)
15 Burpee Box Jump Overs
50 Dumbbell Snatches (50/35 lb)
15 Burpee Box Jump Overs

Time Cap: 20 minutes"
MOGADISHU MILE,"MOGADISHU MILE
Hero WOD
4 Rounds for Time
19 Kettlebell Ground-to-Overheads (53/35 lb)
19 Kettlebell Front Squats (53/35 lb)
19 Kettlebell Push-Ups (each hand)
400 meter Kettlebell Run"
ANTIPOLIS HOME WOD 75,"ANTIPOLIS HOME WOD 75
CrossFit Antipolis Home WOD
Every 3 minutes for 30 minutes
5 Dumbbell Man Makers (2x50/35 lb)
8 Gorilla Burpees*

*1 Gorilla Burpee consists of:
1 Right Leg Lunge
1 Left Leg Lunge
1 Air Squat
1 Burpee"
STRONGMAN DIANE,"STRONGMAN DIANE
2019 Fittest in Cape Town Sanctional WOD #5 (aka: ""FiCT Sanctional 19.5"")
For Time
25 meter Carry
Then, 9-6-3 reps of:
Handstand Push-Ups
Cleans
Finally, perform:
25 meter Sled Pull
Time Cap: 8 minutes"
CARDIO COMPLEX,"CARDIO COMPLEX
Assault Fitness Benchmark WOD
For Time
Round 1:
1,000 meter Row
1 mile Assault Air Bike
200 Single-Unders

Round 2:
750 meter Row
0.8 mile Assault Air Bike
150 Single-Unders

Round 3:
500 meter Row
0.6 mile Assault Air Bike
100 Single-Unders

Round 4:
250 meter Row
0.4 mile Assault Air Bike
50 Single-Unders"
WILL LINDSAY,"WILL LINDSAY
Hero WOD
10 Rounds for Time
3 Devil Presses (2x55/35 lb)
22 Alternating Dumbbell Lunges (2x55/35 lb)
19 Air Squats

Wear a Weight Vest (20/14 lb)"
OPEN 20.1,"OPEN 20.1
2020 CrossFit Open WOD #1
10 Rounds for Time
8 Ground-to-Overheads (95/65 lb)
10 Bar Facing Burpees
Time Cap: 15 minutes"
NUTTS,"NUTTS
CrossFit Hero WOD
For Time
10 Handstand Push-Ups
15 Deadlifts (250/175 lb)
25 Box Jumps (30/24 in)
50 Pull-Ups
100 Wall Ball Shots (20/14 lb)
200 Double-Unders
400 meter Run (with 45/35 lb plate)"
OMAR,"OMAR
CrossFit Hero WOD
For Time
10 Thrusters (95/65 lb)
15 Bar-Facing Burpees
20 Thrusters (95/65 lb)
25 Bar-Facing Burpees
30 Thrusters (95/65 lb)
35 Bar-Facing Burpees"
OH NO CURTIS P,"OH NO CURTIS P
Benchmark WOD
For Time
100 Curtis P's (105/70 lb)
One ""Curtis P"" complex is comprised of one Power Clean, one Lunge (each leg), and one Push Press."
TARENTINO,"TARENTINO
CrossFit Crag Hero WOD
For Time (with a Partner)
2,000 meter Row
50 Clean-and-Jerks (155/105 lb)
2,000 meter Row
100 Burpees
2,000 meter Row
150 Wall Ball Shots (20/14 lb)
Split the work as necessary.
Time Cap: 45 minutes"
RENÉ,"RENÉ
CrossFit Hero WOD
7 Rounds for Time
400 meter Run
21 Walking Lunges
15 Pull-Ups
9 Burpees

Wear a Weight Vest (20/14 lb)"
TABATA THIS,"TABATA THIS
CrossFit Benchmark WOD
Five Tabatas in 24 minutes
Tabata Row
Tabata Air Squats
Tabata Pull-Ups
Tabata Push-Ups
Tabata Sit-Ups

1 minute Rest between each Tabata"
CHIPPER,"CHIPPER
Men's Fitness Benchmark Partner WOD
For Time (with a Partner)
30 Pull-Ups
50 Wall Ball Shots
50 Sit-Ups
100 Kettlebell Swings
Perform every two minutes:
10 Burpees"
ARNIE,"ARNIE
CrossFit Hero WOD
For Time
21 Turkish Get-Ups, Right Arm
50 Kettlebell Swings
21 Overhead Squats, Left Arm
50 Kettlebell Swings
21 Overhead Squats, Right Arm
50 Kettlebell Swings
21 Turkish Get-Ups, Left Arm
Use a single Kettlebell (2/1.5 pood)"
COFFLAND,"COFFLAND
CrossFit Hero WOD
For Time
6 minute Hang Hold (cumulative)
Each time you drop from the bar, perform:
800 meter Run
30 Push-Ups"
GLEN,"GLEN
CrossFit Hero WOD
For Time
30 Clean-and-Jerks (135/95 lb)
1 mile Run
10 Rope Climbs (15 ft)
1 mile Run
100 Burpees"
WITTMAN,"WITTMAN
CrossFit Hero WOD
7 Rounds For Time
15 Kettlebell Swings (1.5/1 pood)
15 Power Cleans (95/65 lb)
15 Box Jumps (24/20 in)"
OPEN 12.5,"OPEN 12.5
2012 CrossFit Games Open WOD
AMRAP in 7 minutes
3 Thrusters (100/65 lb)
3 Chest-to-Bar Pull-Ups
6 Thrusters (100/65 lb)
6 Chest-to-Bar Pull-Ups
9 Thrusters (100/65 lb)
9 Chest-to-Bar Pull-Ups
If you complete the round of 9, complete a round of 12, then go on to 15, etc."
HANNAH,"HANNAH
Memorial WOD for Hannah Clarke and Her 3 Children
3 Rounds for Time
31 Wall Ball Shots (9/6 kg)
19 Power Cleans (60/40 kg)
2 Burpee Box Jump Overs (24/20 in)
20 Kettlebell Swings (24/16 kg)"
LINCHPIN TEST 13,"LINCHPIN TEST 13
by Pat Sherwood
For Time
400 meter Run*
20-19-18-17-16-15-14-13-12-11-10-9-8-7-6-5-4-3-2-1 Burpees

Wear a Weight Vest (20/14 lb)

*Perform the 400 meter Run before each set of Burpees"
HOPE,"HOPE
CrossFit Benchmark WOD
3 Rounds For Total Reps in 17 minutes
1 minute Burpees
1 minute Power Snatches (75/55 lb)
1 minute Box Jumps (24/20 in)
1 minute Thrusters (75/55 lb)
1 minute Chest-to-Bar Pull-Ups
1 minute Rest"
CLOVIS,"CLOVIS
CrossFit Hero WOD
For Time
10 mile Run
150 Burpee Pull-Ups"
SIMMONS,"SIMMONS
Hyrox Workout of the Week
For Time
800 meter Row
35 Back Squats
35 Push-Ups
35 Deadlifts
800 meter Row
Time Cap: 25 minutes"
DECK OF DEATH,"DECK OF DEATH
Benchmark WOD
Complete the Deck For Time
Draw cards from a standard 52-card deck plus 2 Jokers. Each card drawn determines which exercise to do and the number of reps.
Suit determines the exercise:
Hearts = Push-Ups
Diamonds = Sit-Ups
Clubs = Air Squats
Spades = Box jumps (24/20 in)
Card value determines the number of reps (face cards = 10, Aces = 11).
Jokers = 15 Burpees"
JENKINS,"JENKINS
CrossFit NW1 Hero WOD
AMRAP (with a Partner) in 40 minutes
50 Burpees
400 meter Run
50 Kettlebell Swings (24/16 kg)
400 meter Run
50 Pull-Ups
400 meter Run
50 Push-Ups
400 meter Run"
PAINSTORM XV,"PAINSTORM XV
CrossFit Central Scotland Benchmark WOD
7 Rounds for Time
10 Man Makers
20 Dumbbell Deadlifts
30 Single-Arm Dumbbell Snatches (15 per side)
40 Single-Arm Overhead Lunges (20 per side)
50 Dumbbell Swings
Use one pair of dumbbells throughout (pick your own weight)"
HAMMER,"HAMMER
CrossFit Hero WOD
5 Rounds For Time
5 Power Cleans (135/95 lb)
10 Front Squats (135/95 lb)
5 Jerks (135/95 lb)
20 Pull-Ups
90 seconds Rest"
OPEN 21.3 & 21.4,"OPEN 21.3 & 21.4
2021 CrossFit Games Open Workout #3 & #4
""Open 21.3""
For Time
15 Front Squats (95/65 lb)
30 Toes-to-Bars
15 Thrusters (95/65 lb)

Rest 1 minute

15 Front Squats (95/65 lb)
30 Chest-to-Bar Pull-Ups
15 Thrusters (95/65 lb)

Rest 1 minute

15 Front Squats (95/65 lb)
30 Bar Muscle-Ups
15 Thrusters (95/65 lb)

Time cap: 15 minutes

""Open 21.4""
Move immediately to complete the following complex for max load:

1 Deadlift
1 Clean
1 Hang Clean
1 Jerk

Time cap: 7 minutes"
(HOME)WORK #26,"(HOME)WORK #26
by Heather Black
5 rounds
5 burpees
20 squats
5 burpees
10 push ups
5 burpees
20 lunges
5 burpees
10 v-ups"
EMILY,"EMILY
CrossFit Hero WOD
10 Rounds for Time
30 Double-Unders
15 Pull-Ups
30 Air Squats
100 meter Sprint
2 minute Rest"
EVIL EMOM,"EVIL EMOM
WOD by CrossFit 1727
EMOM for 14 minutes
Odd: 10 Thrusters (95/65 lb)
Even: 20 Kettlebell Swings (54/35 lb)"
DEATH BY ASSAULT,"DEATH BY ASSAULT
Assault Fitness Benchmark WOD
EMOM For As Long As Possible
Ascending Assault Bike calories
Start with 3 calories. Add 3 calories every minute until failure."
THE COYOTE,"THE COYOTE
Challenge Workout by Dan John
20 Rounds for Time
15 Kettlebell Swings (24/16 kg)
5 Goblet Squats (24/16 kg)
3 Push-Ups"
LAURA,"LAURA
CrossFit Hero WOD
AMRAP (with a Partner) in 21 minutes
30 calorie Row
20 Burpees Over Rower
10 Power Cleans (155/105 lb)"
LINDSAY,"LINDSAY
CrossFit Cabra Memorial WOD
For Time
24 calorie Row
24 Box Jumps
24 Push-Ups
24 Snatches (75/55 lb)
24 Pull-Ups
24 Burpees
24 Thrusters (75/55 lb)
24 Air Squats
24 AbMat Sit-Ups
24 Clean-and-Jerks (75/55 lb)
2 x 400 meter Run
24 Walking Lunges
24 Push Presses (75/55 lb)
24 Kettlebell Swings (53/35 lb)
24 Front Squats (75/55 lb)
24 Toes-to-Bars/Knee Raises
24 Overhead Squats
24 Ring Dips
24 Wall Ball Shots (20/14 lb)
24 Double Unders
24 Handstand Push-Ups
24 Kettlebell Snatches (53/35 lb) (alternating)
24 Deadlifts (75/55 lb)
24 Hang Squat Cleans (75/55 lb)"
MARATHON,"MARATHON
CrossFit New England Memorial WOD (aka: ""Marathon Monday"")
2 Rounds for Time
400 meter Run
26 Hand Release Push-ups
400 meter Run
26 Kettlebell Swings (53/35 lb)
400 meter Run
26 Sit-ups
400 meter Run
26 Deadlifts (75/55 lb)
400 meter Run
26 Air Squats
400 meter Run
26 Box Jumps (24/20 in)"
HEY BUDDY,"HEY BUDDY
CrossFit Waldwick Hero WOD for C. Goodell
For Time
Buy-In:
250 meter Run

Then, 5 Rounds of:
10 Lunges
10 Air Squats
10 Sit-Ups
8 Burpees

Cash-Out:
250 meter Run"
CINDY XXX,"CINDY XXX
CrossFit Benchmark WOD
AMRAP in 20 minutes
10 Pull-Ups
20 Push-Ups
30 Air Squats
15 Pull-Ups
30 Push-Ups
45 Air Squats
20 Pull-Ups
40 Push-Ups
60 Air Squats
25 Pull-Ups
50 Push-Ups
75 Air Squats
30 Pull-Ups
60 Push-Ups
90 Air Squats"
RILEY,"RILEY
CrossFit Hero WOD
For Time
1.5 mile Run
150 Burpees
1.5 mile Run
Wear a Weight Vest (20/14 lb)"
ADAMBROWN,"ADAMBROWN
CrossFit Hero WOD
2 Rounds For Time
24 Deadlifts (295/205 lb)
24 Box Jumps (24/20 in)
24 Wall Ball Shots (20/14 lb)
24 Bench Press (195/125 lb)
24 Box Jumps (24/20 in)
24 Wall Ball Shots (20/14 lb)
24 Cleans (145/100 lb)"
SHAM,"SHAM
CrossFit Hero WOD
7 Rounds For Time
11 Deadlifts (bodyweight)
100 meter Sprint"
ARM KILLER,"ARM KILLER
Coach Creation WOD by Dan Bailey
2 Rounds for Reps in 40 minutes
Tabata Curls (2x5/2.5 lb)
Tabata Strict Presses (2x5/2.5 lb)
Tabata Bent Over Rows (2x5/2.5 lb)
Tabata Side Lateral Raises (2x5/2.5 lb)
Tabata Front Lateral Raises (2x5/2.5 lb)
During rest, hold the weight in a static position."
DOUBLE DT,"DOUBLE DT
2016 CrossFit Games Workout #7
10 Rounds For Time
12 Deadlifts (155/105 lb)
9 Hang Power Cleans (155/105 lb)
6 Push Jerks (155/105 lb)"
TEAM 1776,"TEAM 1776
US Independence Day Team WOD
For Time (in a Team of 3)
Kettlebell Swings (53/35 lb)
Box Jumps (24/20 in)
Air Squats
Push-Ups
Burpees
Pull-Ups
Sit-Ups
Row (calories)
Double-Unders
Wall Ball Shots (20/14 lb)
Ball Slams (30/20 lb)
Dumbbell Push Press (45/35 lb)

As a team, complete a total of 1776 reps involving all exercises in any order"
12 DAYS OF CHRISTMAS,"12 DAYS OF CHRISTMAS
Christmas Holiday WOD (aka: ""12 Days of CrossFit"")
For Time, adding one movement per round:
1 Sumo Deadlift High-Pull (75/55 lb)
2 Thrusters (75/55 lb)
3 Push Presses (75/55 lb)
4 Power Cleans (75/55 lb)
5 Power Snatches (75/55 lb)
6 Kettlebell Swings (53/35 lb)
7 Pull-Ups
8 Knees-to-Elbows
9 Box Jumps (24/20 in)
10 Double-Unders
11 Burpees
12 Overhead Walking Lunges (45/25 lb Plate)

Start with 1 Sumo Deadlift High-Pull (SDLHP). Then do 2 Thrusters and 1 SDLHP. Then 3 Push Presses, 2 Thrusters, and 1 SDLHP. Continue this way until the final round of 12 Overhead Walking Lunges, 11 Burpees, and each movement descending in repetitions all the way down to 1 SDLHP — 364 total repetitions."
OPEN 20.4,"OPEN 20.4
2020 CrossFit Open WOD #4
For Time
30 Box Jumps (24/20 in)
15 Clean-and-Jerks (95/65 lb)
30 Box Jumps (24/20 in)
15 Clean-and-Jerks (135/85 lb)
30 Box Jumps (24/20 in)
10 Clean-and-Jerks (185/115 lb)
30 Single-Leg Squats
10 Clean-and-Jerks (225/145 lb)
30 Single-Leg Squats
5 Clean-and-Jerks (275/175 lb)
30 Single-Leg Squats
5 Clean-and-Jerks (315/205 lb)

Time cap: 20 minutes"
G.I. JANE,"G.I. JANE
CrossFit Benchmark WOD
For Time
100 Burpee Pull-Ups"
MAUPIN,"MAUPIN
CrossFit Hero WOD
4 Rounds for Time
800 meter Run
49 Push-Ups
49 Sit-Ups
49 Air Squats"
OPEN 15.1 & 15.1A,"OPEN 15.1 & 15.1A
2015 CrossFit Games Open WOD
Two Parts in 15 minutes
(15.1) AMRAP in 9 minutes
15 Toes-to-Bars
10 Deadlifts (115/75 lb)
5 Snatches (115/75 lb)
Then (""15.1A""), from 9:00-15:00
1-Rep-Max Clean-and-Jerk"
MINI MURPH,"MINI MURPH
The Box Programming Benchmark WOD
For Time
400 meter Run

Then, 5 Rounds of:
10 Pull-Ups
20 Push-Ups
30 Air Squats

Then, complete:
400 meter Run"
CONTACT 22 FINALE,"CONTACT 22 FINALE
Contact 22 Virtual WOD Challenge Event Finale
For Time
200 meter Run
22 Snatches (95/65 lb)
22 Pull-Ups
22 Medicine Ball Cleans (20/14 lb)
22 Elbow Plank to Push-Ups
22 Wall Ball Shots (20/14 lb)
22 Deadlifts (95/65 lb)
22 Air Squats
22 Overhead Walking Lunges (45/25 lb plate)
22 Box Jumps (24/20 in)
22 Power Cleans (95/65 lb)
2x20 second Bar Hang
22 calorie Row
22 Handstand Push-Ups
22 Back Squats (95/65 lb)
22 Chest-to-Bar Pull-Ups
22 Bar Facing Burpees
22 Thrusters (95/65 lb)
22 Jerks (95/65 lb)
2 Rope Climbs
22 Overhead Squats (96/65 lb)
22 Kettlebell Swings (1.5/1 pood)"
MORRISON,"MORRISON
CrossFit Hero WOD
50-40-30-20-10 Reps For Time
Wall Ball Shots (20/14 lb)
Box Jumps (24/20 in)
Kettlebell Swings (1.5/1 pood)"
MARK KLEMENT,"MARK KLEMENT
CrossFit Muehlheim-Main Hero WOD
74-44-11 Reps for Time
Burpees
Push-Ups
Sit-Ups
Air Squats"
OPEN 17.5,"OPEN 17.5
2017 CrossFit Games Open WOD
10 Rounds for Time
9 Thrusters (95/65 lb)
35 Double-Unders

Time Cap: 40 minutes"
HELTON,"HELTON
CrossFit Hero WOD
3 Rounds For Time
800 meter Run
30 Dumbbell Squat Cleans (2x50/35 lb)
30 Burpees"
OPEN 21.1,"OPEN 21.1
2021 CrossFit Open Workout #1
For Time
1-3-6-9-15-21 Wall Walks
10-30-60-90-150-210 Double-Unders

Time Cap: 15 minutes"
SKYWALKER,"SKYWALKER
Ham Plan WOD
For Time
400 meter Run
21 Deadlifts (225/155 lb)
400 meter Run
15 Deadlifts (225/155 lb)
400 meter Run
12 Deadlifts (225/155 lb)
400 meter Run
9 Deadlifts (225/155 lb)
400 meter Run"
CHAPMAN,"CHAPMAN
SOCOM Athlete Hero WOD
For Time
1,200 meter Run
100 Push-Ups
25 Broad-Jumps
100 Sit-Ups
1,200 meter Run
100 Push-Ups
25 Broad Jumps
100 Sit-Ups
1,200 meter Run
Wear a Weight Vest (20/14 lb)"
TILLMAN,"TILLMAN
Hero WOD
7 Rounds For Time
7 Deadlifts (315/205 lb)
200 meter Sprint
15 Pull-Ups
45 seconds Rest"
OPEN 16.5,"OPEN 16.5
2016 CrossFit Games Open WOD
21-18-15-12-9-6-3 Reps For Time
Thrusters (95/65 lb)
Bar Facing Burpees"
BAUER,"BAUER
by Jk McLeod
For Time
2 minute Elbow Plank (in silence)
13 Burpees
18 Kettlebell Swings (50/35 lb)
31 Push-Ups
53 Goblet Squats (50/35 lb)
53 Burpees
31 Kettlebell Swings (50/35 lb)
18 Push-Ups
13 Goblet Squats (50/35 lb)
2 minute Wall Sit (in silence)"
THE QUICK AND THE DEAD,"THE QUICK AND THE DEAD
CrossFit Port Chester Benchmark WOD
For Time
3-9-15-21-15-9-3
Deadlifts (205/145 lb)
Box Jumps (24/20 in)"
ASSAULT REDUCTION,"ASSAULT REDUCTION
Assault Fitness Benchmark WOD
For Time
Round 1:
30 calorie Assault Air Bike
24 Lunges
18 Push-Ups
12 Front Squat (185/135 lb)
Round 2:
25 calorie Assault Air Bike
20 Lunges
15 Push-Ups
10 Front Squat (185/135 lb)
Round 3:
20 calorie Assault Air Bike
16 Lunges
12 Push-Ups
8 Front Squat (185/135 lb)
Round 4:
15 calorie Assault Air Bike
12 Lunges
9 Push-Ups
6 Front Squat (185/135 lb)
Round 5:
10 calorie Assault Air Bike
8 Lunges
6 Push-Ups
4 Front Squat (185/135 lb)
Round 6:
5 calorie Assault Air Bike
4 Lunges
3 Push-Ups
2 Front Squat (185/135 lb)"
DANIEL,"DANIEL
CrossFit Hero WOD
For Time
50 Pull-Ups
400 meter Run
21 Thrusters (95/65 lb)
800 meter Run
21 Thrusters (95/65 lb)
400 meter Run
50 Pull-Ups"
FRIENDLY FRAN,"FRIENDLY FRAN
2020 CrossFit Games Phase 1 WOD #1
3 Rounds for Time
21 Thrusters (115/85 lb)
21 Chest-to-Bar Pull-Ups"
THE 555 STANDARD,"THE 555 STANDARD
555 Fitness Benchmark WOD
5 Rounds for Time
15 Air Squats
15 Burpees
15 Hand Release Push-Ups"
BIG SEXY,"BIG SEXY
CrossFit Hero WOD
5 Rounds For Time
6 Deadlifts (315/205 lb)
6 Burpees
5 Cleans (225/155 lb)
5 Chest-to-Bar Pull-Ups
4 Thrusters (155/115 lb)
4 Muscle-Ups"
TONY LOPEZ,"TONY LOPEZ
CrossFit Canvas Memorial WOD
AMRAP (with a Partner) in 36 minutes
5 Handstand Push-Ups
25 Alternating Dumbbell Snatches (50/35 lb)
20 Deadlifts (225/155 lb)
21 calorie Row"
JORDAN,"JORDAN
British Hero WOD
For Time
100 Kettlebell Swings (24/16 kg)
100 Sit-Ups
100 Air Squats
100 Push-Ups"
MAXTON,"MAXTON
CrossFit Hita Hero WOD
13 Rounds for Time
8 Strict Pull-Ups
26 Box Step-Ups (24/20 in)
21 Burpees

Wear a Weight Vest (20/14 lb)"
JENNY,"JENNY
CrossFit Hero WOD
AMRAP in 20 minutes
20 Overhead Squats (45/35 lb bar)
20 Back Squats (45/35 lb bar)
400 meter Run"
JOKER,"JOKER
by Ben Bergeron
For Time
1-2-3-4-5-6-7-8-9-10 reps of:
Toes-to-Bars
10-9-8-7-6-5-4-3-2-1 reps of:
Deadlifts (225/155 lb)"
BARRACUDA,"BARRACUDA
by David Scharff
amrap 15 min
4 power snatches @115
6 power cleans @115
8 push jerks @115
4 thrusters @115
6 deadlifts @305
8 pull ups"
CROSSFIT TOTAL II,"CROSSFIT TOTAL II
CrossFit Benchmark WOD
Sum of the Best of Each Lift
Clean
Bench Press
Overhead Squat"
BASIC B*TCH BOOTY BLASTER,"BASIC B*TCH BOOTY BLASTER
by Brendan Walcoff
AMRAP in 15 minutes
20 Frog Pumps
20 Single-Leg Glute Bridges (10 each leg)
20 Air Squats
20 Lunges (10 each leg)"
GWEN,"GWEN
CrossFit ""Girl"" Benchmark WOD
15-12-9 Reps for Load
Clean-and-Jerks (unbroken)

Rest as needed between sets"
ANTIPOLIS HOME WOD 74,"ANTIPOLIS HOME WOD 74
CrossFit Antipolis Home WOD
AMRAP in 15 minutes
3 Power Snatches (60/40 kg)
3 Ring Dips
3 Box Jumps (24/20 in)

6 Power Snatches (60/40 kg)
6 Ring Dips
6 Box Jumps (24/20 in)

Continue with this pattern, adding 3 reps to each movement after every round."
21 GUNS,"21 GUNS
WOD with Warriors Tribute WOD
AMRAP in 21 minutes
400 meter Run
21 Push-Ups
21 Box Jumps (24/20 in)
15 Burpees
9 Pull-Ups"
OPEN 15.5,"OPEN 15.5
2015 CrossFit Games Open WOD
27-21-15-9 Reps for Time
Row (calories)
Thrusters (95/65 lb)"
SEEDY,"SEEDY
CrossFit Stormbreaker WOD
For Time (with a Partner)
7 rounds of 'Cindy'
2 rounds of 'DT' (70/50 kg)

6 rounds of 'Cindy'
2 rounds of 'DT' (70/50 kg)

5 rounds of 'Cindy'
2 rounds of 'DT' (70/50 kg)

4 rounds of 'Cindy'
2 rounds of 'DT' (70/50 kg)

3 rounds of 'Cindy'
2 rounds of 'DT' (70/50 kg)

2 rounds of 'Cindy'
2 rounds of 'DT' (70/50 kg)

1 round of 'Cindy'
2 rounds of 'DT' (70/50 kg)

1 Round of 'Cindy' consists of: 5 Pull-Ups, 10 Push-Ups, and 15 Air Squats

1 Round of 'DT' consists of: 12 Deadlifts, 9 Hang Power Cleans, and 6 Shoulder-to-Overheads

Time Cap: 40 minutes"
MARINE 16,"MARINE 16
Coastal Fitness / Team RWB Memorial WOD
Eight 2-minute AMRAPs in 16 minutes
AMRAP from 0:00-2:00
20 meter Sprint
16 Burpees

AMRAP from 2:00-4:00:
20 meter Sprint
16 Push-Ups

AMRAP from 4:00-6:00:
20 meter Sprint
16 Air Squats

AMRAP from 6:00-8:00:
20 meter Sprint
16 Mountain Climbers

AMRAP from 8:00-10:00:
20 meter Sprint
16 Jumping Jacks

AMRAP from 10:00-12:00:
20 meter Sprint
16 Jumping Lunges

AMRAP from 12:00-14:00:
20 meter Sprint
16 High Knees

AMRAP from 14:00-16:00:
20 meter Sprint
16 Tuck Jumps"
MEGAN,"MEGAN
Classic Benchmark WOD
21-15-9 Reps for Time
Burpees
Kettlebell Swings (1.5/1 pood)
Double-Unders"
TOMMY V,"TOMMY V
CrossFit Hero WOD
For Time
21 Thrusters (115/75 lb)
12 Rope Climbs (15 ft)
15 Thrusters (115/75 lb)
9 Rope Climbs (15 ft)
9 Thrusters (115/75 lb)
6 Rope Climbs (15 ft)"
IRON RANGER,"IRON RANGER
by Jk McLeod
For Time
22 second Silence
94 Goblet Squats (2/1.5 pood)
94 Push-Ups
94 Sit-Ups
94 Russian Kettlebell Swings (2/1.5 pood)
22 Burpees"
OPEN 14.3,"OPEN 14.3
2014 CrossFit Games Open WOD
AMRAP in 8 minutes
10 Deadlifts (135/95 lb)
15 Box Jumps (24/20 in)
15 Deadlifts (185/135 lb)
15 Box Jumps (24/20 in)
20 Deadlifts (225/155 lb)
15 Box Jumps (24/20 in)
25 Deadlifts (275/185 lb)
15 Box Jumps (24/20 in)
30 Deadlifts (315/205 lb)
15 Box Jumps (24/20 in)
35 Deadlifts (365/225 lb)
15 Box Jumps (24/20 in)"
HIDALGO,"HIDALGO
CrossFit Hero WOD
For Time
2 Mile Run
2 Minutes Rest
20 Squat Cleans (135/95 lb)
20 Box Jumps (24/20 in)
20 Overhead Walking Lunges (45/25 lb plate)
20 Box Jumps (24/20 in)
20 Squat Cleans (135/95 lb)
2 minutes Rest
2 mile Run

Wear a weight vest (20/14 lb)"
OPEN 14.1,"OPEN 14.1
2014 CrossFit Games Open WOD
AMRAP in 10 minutes
30 Double-Unders
15 Power Snatches (75/55 lb)"
GATOR,"GATOR
Hero WOD
8 Rounds For Time
5 Front Squats (185 lb)
26 Ring Push-Ups"
"MUHAMMAD ALI, THE GREATEST","MUHAMMAD ALI, THE GREATEST
CrossFit Trenches Memorial WOD
For Time (with a Partner)
217 meter Partner Run
42 Clean-and-Jerks (115/85 lb)
16 Burpee Box Jump Overs (24/20 in)
74 Hand Release Push-Ups
61 Toes-to-Bars
217 meter Partner Run
56 Wall Ball Shots (20/14 lb)
37 Power Snatches (115/85 lb)
90 Double-Unders (each)
217 meter Partner Run"
HARD CINDY,"HARD CINDY
CrossFit Benchmark WOD
AMRAP in 20 minutes
5 Weighted Pull-Ups (35/25 lb)
10 Push-Ups (feet on 30/24"" box)
15 Squats (with 45/35 lb plate)"
CARDIO,"CARDIO
by Pete Marjamaa
For time
1 mile run
100 calorie air bike
100 calorie ski
100 calorie row
1 mile run"
CLAUDIA,"CLAUDIA
Coach Creation WOD via @crossfitauckland
5 Rounds for Time
20 Kettlebell Swings (55/35 lb)
400 meter Run"
BRADLEY,"BRADLEY
CrossFit Hero WOD
10 Rounds For TIme
100 meter Sprint
10 Pull-Ups
100 meter Sprint
10 Burpees
30 seconds Rest"
OPEN 16.2,"OPEN 16.2
2016 CrossFit Games Open WOD
AMRAP in 20 minutes
Continue until 4 minutes:
25 Toes-to-Bars
50 Double-Unders
15 Squat Cleans (135/85 lb)
If completed before 4 minutes, continue until 8 minutes:
25 Toes-to-Bars
50 Double-Unders
13 Squat Cleans (185/115 lb)
If completed before 8 minutes, continue until 12 minutes:
25 Toes-to-Bars
50 Double-Unders
11 Squat Cleans (225/145 lb)
If completed before 12 minutes, continue until 16 minutes:
25 Toes-to-Bars
50 Double-Unders
9 Squat Cleans (275/175 lb)
If completed before 16 minutes, continue until 20 minutes:
25 Toes-to-Bars
50 Double-Unders
7 Squat Cleans (315/205 lb)"
ONE ARM BANDIT,"ONE ARM BANDIT
by Brendan Walcoff
3 Rounds for Time
10 Dumbbell Snatches, Left (50/35 lb)
10 Dumbbell Overhead Lunges, Left (50/35 lb)
10 Dumbbell Snatches, Right (50/35 lb)
10 Dumbbell Overhead Lunges, Right (50/35 lb)
10 Dumbbell Power Cleans, Left (50/35 lb)
10 Dumbbell Front Squats, Left (50/35 lb)
10 Dumbbell Power Cleans, Right (50/35 lb)
10 Dumbbell Front Squats, Right (50/35 lb)"
CANDY,"CANDY
CrossFit ""Girl"" Benchmark WOD
5 Rounds for Time
20 Pull-Ups
40 Push-Ups
60 Air Squats"
HANNAH,"HANNAH
Memorial WOD
13 Rounds for Time (with a Partner)
20 Kettlebell Swings (24/16 kg)
7 Burpee Box Jump Overs (24/20 in)

Cash-Out: 2,008 meter Run (together)"
ORBISON,"ORBISON
Hyrox Workout of the Week
EMOM for 20 minutes
4 Burpees
6 Air Squats
8 Sit-Ups"
SAMAN,"SAMAN
CrossFit Chiang Mai Memorial WOD
8 Rounds for Time
13 Deadlifts (185/125 lb)
17 Wall Ball Shots (20/14 lb)
400 meter Run"
PHILIP M WIGAL,"PHILIP M WIGAL
Hero WOD
For Time (with a Partner)
1,507 meter Row
157 calorie Bike
35 Devil Presses (2x50/35 lb)
4 Bear Complexes (95/65 lb)*
11 Synchronized Bar Over Burpees

1 Bear Complex is 7 Unbroken Reps of:
1 Clean
1 Front Squat
1 Push Press
1 Back Squat
1 Push Press"
